Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_wear,Operation
298.8,312.19,1462.9,26.31,1468.72,0
298.6,308.07,1365.91,27.59,1468.78,0
302.46,311.03,1519.25,24.07,1468.83,0
299.59,307.04,1403.21,29.44,1468.88,0
300.62,308.26,1373.06,23.13,1468.92,0
300.52,312.76,1394.2,25.53,1468.96,0
300.4,310.59,1498.78,25.16,1469.0,0
293.78,304.8,1635.49,24.24,1469.05,0
299.39,308.74,1600.66,25.32,1469.1,0
301.02,309.64,1626.88,24.13,1469.14,0
299.49,310.6,1417.91,26.7,1469.2,0
298.0,307.01,1291.91,29.29,1469.25,0
298.87,308.45,1524.9,25.89,1469.3,0
300.01,308.64,1315.63,24.81,1469.35,0
299.47,311.94,1391.41,23.09,1469.39,0
302.2,313.82,1496.82,24.69,1469.45,0
297.46,306.67,1539.47,25.91,1469.49,0
303.48,315.86,1438.69,23.81,1469.54,0
299.76,309.49,1535.17,25.76,1469.59,0
299.71,309.14,1364.17,25.11,1469.63,0
298.21,308.31,1578.89,23.65,1469.68,0
301.34,311.71,1489.45,22.35,1469.73,0
301.31,309.13,1408.83,25.37,1469.78,0
299.09,311.18,1605.91,26.17,1469.83,0
298.58,310.92,1568.56,23.87,1469.88,0
301.29,311.86,1605.4,23.97,1469.94,0
299.38,312.29,1499.32,22.44,1469.98,0
297.26,306.16,1459.78,24.63,1470.02,0
299.83,310.5,1522.16,25.2,1470.08,0
299.42,310.68,1474.52,23.77,1470.11,0
300.28,309.22,1564.9,23.72,1470.16,0
300.0,310.3,1412.27,26.28,1470.19,0
300.62,309.51,1394.94,22.37,1470.26,0
299.31,309.13,1677.04,26.42,1470.31,0
300.37,310.13,1432.33,26.08,1470.37,0
299.58,311.4,1658.91,21.04,1470.42,0
297.05,305.2,1445.64,23.82,1470.47,0
300.23,311.57,1339.69,27.98,1470.52,0
299.33,310.11,1665.57,23.29,1470.58,0
295.73,309.72,1471.4,22.7,1470.64,0
295.71,303.59,1653.47,21.82,1470.69,0
299.07,312.07,1337.16,25.11,1470.74,0
305.15,314.61,1664.13,24.44,1470.79,0
304.13,313.13,1667.97,23.81,1470.83,0
299.74,309.09,1652.61,22.64,1470.88,0
299.57,312.18,1267.78,29.79,1470.93,0
298.84,307.45,1366.86,27.86,1470.98,0
300.89,312.85,1553.85,24.06,1471.03,0
296.71,307.31,1461.33,28.48,1471.07,0
299.17,308.6,1635.39,18.57,1471.1,0
301.73,311.72,1632.2,21.72,1471.13,0
301.28,311.26,1575.97,21.72,1471.2,0
299.58,311.44,1586.16,20.91,1471.25,0
301.87,312.49,1523.37,22.38,1471.31,0
304.43,313.17,1500.91,26.36,1471.36,0
299.7,309.74,1547.89,25.75,1471.42,0
300.68,309.84,1666.23,24.0,1471.45,0
299.99,310.95,1562.31,22.83,1471.5,0
299.19,310.2,1489.51,25.49,1471.55,0
300.28,312.39,1394.1,25.93,1471.6,0
300.52,308.78,1434.32,25.61,1471.67,0
299.8,311.33,1354.38,24.07,1471.73,0
301.05,310.9,1554.45,25.05,1471.78,0
298.65,307.96,1553.5,24.31,1471.8,0
303.6,313.07,1445.16,23.36,1471.84,0
301.01,311.22,1483.08,27.23,1471.89,0
300.47,307.27,1519.95,27.7,1471.92,0
300.38,309.99,1473.41,21.61,1471.97,0
298.63,305.37,1374.97,30.09,1472.01,0
301.0,311.82,1293.72,29.18,1472.07,0
301.75,311.01,1313.29,26.52,1472.14,0
298.16,306.56,1540.47,27.12,1472.18,0
297.48,307.97,1437.91,25.07,1472.23,0
303.11,314.47,1477.92,26.24,1472.28,0
301.41,311.94,1477.28,25.48,1472.34,0
298.63,308.59,1478.28,24.6,1472.39,0
299.86,310.4,1568.69,19.75,1472.43,0
298.12,308.25,1414.05,23.02,1472.48,0
303.05,313.04,1482.21,20.4,1472.52,0
302.35,309.97,1466.59,23.95,1472.58,0
300.19,309.62,1695.62,23.65,1472.61,0
300.77,312.88,1530.71,25.35,1472.68,0
299.37,308.96,1400.42,23.21,1472.72,0
301.18,309.87,1380.31,29.52,1472.77,0
296.67,304.28,1477.16,27.42,1472.82,0
301.74,311.32,1555.16,23.07,1472.86,0
304.13,313.45,1731.44,20.3,1472.89,0
298.17,307.26,1510.1,23.02,1472.96,0
299.5,309.05,1413.15,26.52,1473.0,0
296.45,302.71,1533.12,24.75,1473.06,0
298.51,306.34,1379.07,22.87,1473.1,0
298.83,308.43,1552.68,26.82,1473.15,0
298.75,307.5,1501.63,23.02,1473.2,0
296.86,304.56,1543.97,23.79,1473.26,0
301.89,313.28,1221.46,30.4,1473.3,0
299.32,307.96,1370.57,23.62,1473.37,0
298.39,310.18,1621.81,18.86,1473.44,0
300.76,312.08,1352.94,30.41,1473.48,0
300.6,309.56,1592.84,20.04,1473.52,0
298.95,310.13,1406.74,28.08,1473.59,0
299.55,309.98,1619.93,23.5,1473.63,0
300.1,310.37,1465.17,22.67,1473.67,0
296.43,305.37,1574.9,22.05,1473.72,0
301.35,307.6,1563.11,23.81,1473.78,0
297.24,307.5,1498.35,25.29,1473.82,0
302.3,312.05,1459.45,28.79,1473.87,0
301.21,310.7,1371.25,25.32,1473.92,0
300.79,312.43,1588.36,20.67,1473.98,0
302.25,313.27,1599.11,22.63,1474.05,0
295.74,306.28,1468.85,24.67,1474.11,0
303.98,314.49,1465.39,25.29,1474.16,0
298.87,308.17,1569.36,25.21,1474.2,0
299.3,310.43,1468.64,26.4,1474.26,0
301.08,311.0,1520.46,24.97,1474.33,0
298.89,308.95,1478.37,26.13,1474.4,0
299.67,309.92,1498.76,25.61,1474.45,0
301.24,313.21,1487.42,25.85,1474.5,0
299.49,311.31,1559.27,26.56,1474.55,0
298.37,309.35,1511.45,23.14,1474.6,0
303.73,312.45,1515.15,25.05,1474.64,0
295.37,303.41,1579.59,24.28,1474.71,0
299.03,305.74,1474.21,27.32,1474.75,0
302.25,312.89,1505.1,27.39,1474.79,0
299.1,308.69,1584.49,20.85,1474.84,0
303.07,314.35,1549.82,24.96,1474.88,0
298.61,309.3,1533.57,26.52,1474.92,0
299.49,310.42,1474.34,28.79,1474.98,0
299.97,307.44,1518.48,25.18,1475.04,0
303.16,312.9,1430.14,28.18,1475.09,0
296.18,304.73,1524.64,24.25,1475.16,0
297.5,305.56,1475.61,22.92,1475.22,0
301.2,310.08,1425.99,27.68,1475.27,0
296.42,304.85,1720.27,22.6,1475.32,0
298.09,307.59,1598.25,25.36,1475.37,0
300.19,309.21,1573.23,24.94,1475.44,0
298.71,309.16,1385.4,27.02,1475.49,0
300.27,308.89,1564.11,24.86,1475.53,0
298.78,312.5,1447.99,25.51,1475.58,0
302.26,310.7,1501.1,27.2,1475.62,0
298.23,308.19,1525.45,22.37,1475.66,0
301.88,311.62,1424.4,26.88,1475.72,0
298.77,306.55,1601.13,24.35,1475.75,0
302.57,310.93,1552.54,21.81,1475.82,0
300.75,312.1,1460.82,24.15,1475.86,0
301.4,309.84,1607.69,23.24,1475.91,0
301.35,311.01,1476.9,23.26,1475.97,0
298.27,306.52,1440.05,27.88,1476.02,0
300.34,313.58,1424.4,22.37,1476.07,0
301.49,311.46,1458.64,27.25,1476.12,0
298.17,308.5,1470.68,23.59,1476.17,0
299.42,311.98,1542.42,27.09,1476.2,0
299.95,311.23,1497.88,21.96,1476.23,0
298.09,306.94,1618.31,21.55,1476.29,0
298.67,308.0,1329.32,26.92,1476.36,0
298.96,310.86,1467.83,24.67,1476.42,0
300.15,313.22,1582.38,23.62,1476.46,0
302.1,311.81,1490.52,23.17,1476.49,0
298.33,308.83,1335.91,26.88,1476.54,0
301.39,311.49,1423.99,24.61,1476.59,0
298.76,310.18,1458.91,23.9,1476.64,0
299.66,308.64,1664.39,21.67,1476.69,0
302.95,311.72,1797.53,23.4,1476.72,0
298.02,304.59,1384.24,27.54,1476.74,0
297.19,303.2,1778.92,23.86,1476.8,0
300.5,309.51,1387.9,23.24,1476.86,0
301.83,311.39,1458.3,24.52,1476.92,0
298.62,306.43,1552.05,20.98,1476.97,0
300.84,312.75,1560.46,22.79,1477.02,0
297.53,306.89,1662.4,21.9,1477.06,0
299.88,307.62,1611.74,27.79,1477.12,0
300.87,310.35,1534.34,25.58,1477.16,0
299.7,309.47,1490.14,25.6,1477.23,0
300.99,310.79,1142.98,28.59,1477.31,0
298.14,308.34,1430.23,26.56,1477.36,0
299.22,308.56,1572.75,23.7,1477.43,0
300.66,312.32,1346.88,27.53,1477.48,0
299.84,308.21,1483.83,26.99,1477.53,0
300.97,311.81,1522.38,21.28,1477.59,0
300.26,314.21,1582.42,24.16,1477.62,0
298.96,307.72,1339.95,27.92,1477.68,0
301.38,313.39,1267.51,26.04,1477.74,0
302.91,312.4,1350.72,23.65,1477.77,0
298.16,307.19,1583.27,23.43,1477.82,0
299.27,308.56,1614.15,21.45,1477.88,0
299.27,308.5,1341.36,29.38,1477.92,0
298.1,307.76,1450.89,25.94,1477.95,0
301.2,313.57,1472.49,21.26,1478.01,0
302.47,311.86,1471.16,26.47,1478.06,0
300.25,307.45,1551.31,24.05,1478.11,0
301.07,311.81,1514.9,24.15,1478.16,0
299.47,306.91,1532.8,22.62,1478.23,0
297.04,309.34,1630.58,23.03,1478.29,0
302.18,311.16,1512.97,22.85,1478.33,0
298.81,309.73,1476.34,29.77,1478.39,0
300.23,309.82,1595.11,25.66,1478.44,0
297.36,308.28,1462.53,26.75,1478.49,0
300.63,311.42,1476.81,25.15,1478.53,0
302.12,309.81,1401.02,23.57,1478.6,0
303.51,315.0,1506.73,23.82,1478.65,0
300.98,309.48,1444.48,25.96,1478.71,0
302.82,314.15,1359.6,25.78,1478.76,0
303.54,314.91,1463.1,26.46,1478.8,0
302.18,315.03,1412.45,27.07,1478.87,0
298.95,308.17,1357.81,25.99,1478.93,0
299.22,311.32,1503.56,26.11,1478.97,0
301.58,311.24,1494.06,26.39,1479.02,0
301.36,311.39,1588.53,22.72,1479.08,0
302.54,312.1,1530.42,27.03,1479.13,0
302.61,311.32,1560.54,25.47,1479.19,0
299.9,310.77,1539.61,24.92,1479.23,0
298.39,306.39,1496.36,27.77,1479.27,0
300.13,310.43,1469.16,20.87,1479.32,0
298.79,306.06,1639.76,20.86,1479.37,0
302.02,311.2,1502.98,22.96,1479.43,0
300.24,308.23,1694.11,23.68,1479.49,0
297.65,308.46,1439.5,24.84,1479.52,0
299.24,309.5,1667.15,22.96,1479.58,0
301.03,309.88,1543.28,21.66,1479.63,0
301.51,312.67,1385.14,28.67,1479.7,0
300.46,311.44,1415.43,22.54,1479.74,0
299.73,310.34,1332.13,27.48,1479.79,0
298.43,310.33,1440.62,25.42,1479.83,0
301.65,313.38,1441.94,23.65,1479.89,0
298.8,307.51,1452.09,21.13,1479.97,0
299.52,310.16,1661.87,24.18,1480.0,0
298.64,306.6,1251.43,27.07,1480.03,0
300.54,308.13,1492.58,24.15,1480.07,0
300.31,310.68,1365.85,27.3,1480.12,0
300.94,311.57,1623.38,26.79,1480.2,0
303.34,311.78,1305.19,24.82,1480.25,0
300.83,308.38,1533.22,21.07,1480.28,0
302.32,310.72,1429.95,24.89,1480.34,0
295.25,305.32,1498.43,26.17,1480.39,0
300.13,310.1,1447.65,25.82,1480.43,0
299.9,307.3,1531.17,22.48,1480.49,0
298.08,307.14,1386.7,30.5,1480.54,0
297.01,307.81,1272.88,27.63,1480.6,0
300.91,313.17,1411.3,28.01,1480.65,0
297.01,306.6,1376.12,26.16,1480.7,0
298.02,309.13,1514.82,21.29,1480.75,0
301.24,310.05,1619.67,20.01,1480.8,0
297.77,305.21,1547.72,26.6,1480.85,0
298.47,306.23,1458.23,27.56,1480.91,0
301.09,311.23,1419.19,27.45,1480.95,0
300.57,311.84,1355.15,25.27,1481.01,0
302.04,309.63,1508.89,27.12,1481.06,0
302.93,314.34,1492.27,24.21,1481.1,0
298.63,311.28,1470.47,25.49,1481.15,0
298.28,309.13,1538.75,24.13,1481.21,0
301.5,309.23,1588.72,22.65,1481.27,0
301.45,311.08,1493.53,24.21,1481.31,0
298.15,308.39,1549.42,23.1,1481.39,0
303.82,315.57,1332.62,26.97,1481.43,0
300.93,313.28,1564.16,21.69,1481.46,0
301.6,308.88,1431.9,26.43,1481.5,0
301.29,312.12,1296.33,24.09,1481.54,0
303.45,316.56,1371.08,24.05,1481.61,0
301.15,311.01,1628.82,20.07,1481.65,0
301.23,312.47,1443.71,27.56,1481.68,0
301.33,312.66,1404.21,28.38,1481.76,0
300.85,309.81,1359.26,25.23,1481.82,0
301.0,308.73,1609.38,21.88,1481.87,0
301.32,310.93,1359.28,26.05,1481.93,0
300.51,309.94,1516.12,22.88,1481.98,0
300.86,309.85,1539.28,25.61,1482.03,0
300.27,310.35,1618.47,25.9,1482.09,0
296.86,306.15,1541.37,27.74,1482.15,0
301.18,311.35,1549.66,23.3,1482.2,0
298.64,309.11,1578.1,24.04,1482.25,0
299.19,310.32,1563.96,25.88,1482.3,0
297.75,305.8,1451.61,23.0,1482.33,0
298.89,309.81,1496.67,19.79,1482.39,0
298.69,308.95,1466.58,22.21,1482.45,0
301.37,312.61,1378.56,25.59,1482.49,0
303.34,313.11,1606.52,23.43,1482.55,0
297.08,305.97,1493.09,29.32,1482.61,0
299.33,306.86,1494.35,25.06,1482.66,0
300.07,310.41,1331.62,26.03,1482.7,0
297.34,307.35,1553.49,24.6,1482.74,0
299.95,308.38,1567.9,24.73,1482.79,0
302.6,313.25,1517.39,29.2,1482.85,0
300.81,312.39,1608.04,24.62,1482.9,0
299.37,309.38,1611.67,21.38,1482.93,0
298.62,308.03,1523.24,25.53,1483.0,0
301.95,312.79,1255.22,24.02,1483.05,0
298.79,309.77,1439.28,26.9,1483.1,0
298.83,309.11,1544.15,25.74,1483.17,0
299.95,308.34,1564.47,23.32,1483.21,0
297.91,311.58,1504.09,22.54,1483.24,0
300.86,310.2,1491.64,23.68,1483.29,0
299.38,310.12,1515.85,22.08,1483.32,0
302.55,313.85,1477.19,26.45,1483.37,0
303.2,313.99,1361.99,25.04,1483.42,0
300.43,309.69,1570.38,24.48,1483.47,0
300.82,311.91,1447.09,26.4,1483.53,0
299.49,307.68,1688.16,26.62,1483.59,0
300.81,310.74,1524.57,24.24,1483.66,0
298.98,311.04,1431.74,20.53,1483.73,0
296.73,307.41,1405.38,23.82,1483.77,0
301.89,313.94,1557.11,26.54,1483.82,0
299.96,310.48,1463.85,23.05,1483.86,0
300.12,310.03,1703.49,22.17,1483.92,0
299.49,308.92,1545.02,26.52,1483.96,0
300.55,310.91,1464.94,25.71,1484.0,0
299.8,310.96,1289.0,26.39,1484.06,0
299.36,308.62,1393.45,24.82,1484.13,0
303.42,313.76,1426.14,25.05,1484.19,0
302.28,313.44,1460.74,21.85,1484.23,0
300.06,311.46,1670.06,23.82,1484.3,0
299.58,311.13,1419.27,25.15,1484.34,0
301.72,313.63,1599.03,22.05,1484.39,0
299.31,309.48,1470.45,26.31,1484.43,0
304.92,315.87,1590.4,24.35,1484.47,0
301.45,312.57,1524.24,25.56,1484.52,0
299.52,308.14,1472.95,24.42,1484.58,0
298.64,307.69,1427.02,28.57,1484.62,0
298.05,308.35,1502.48,25.41,1484.66,0
296.24,305.14,1406.33,28.47,1484.7,0
298.95,307.57,1365.27,22.46,1484.74,0
299.73,308.66,1407.58,24.74,1484.79,0
298.52,307.5,1583.88,23.46,1484.85,0
298.17,306.46,1319.46,31.96,1484.89,0
298.28,307.5,1512.09,22.1,1484.95,0
298.43,309.59,1458.44,26.35,1485.02,0
298.19,303.89,1558.4,23.29,1485.08,0
303.16,313.05,1535.17,26.56,1485.11,0
298.69,307.84,1446.37,28.34,1485.16,0
303.44,313.86,1411.25,27.05,1485.22,0
299.93,310.62,1626.43,23.14,1485.27,0
294.1,303.07,1425.25,24.58,1485.32,0
303.64,315.02,1412.76,24.37,1485.37,0
300.28,308.75,1409.22,25.6,1485.43,0
298.1,306.53,1486.91,28.16,1485.47,0
299.08,308.07,1532.97,25.75,1485.5,0
297.8,306.59,1471.17,26.62,1485.55,0
299.18,307.09,1462.2,27.42,1485.6,0
299.98,309.5,1540.5,26.65,1485.65,0
301.3,310.01,1366.3,22.94,1485.69,0
297.2,306.92,1441.99,27.7,1485.75,0
300.54,308.89,1526.66,24.97,1485.8,0
299.1,309.54,1407.97,26.84,1485.85,0
297.74,305.86,1372.7,27.9,1485.9,0
297.32,305.87,1319.89,27.54,1485.94,0
297.94,309.14,1392.6,23.62,1485.99,0
301.05,311.1,1577.9,25.68,1486.04,0
299.9,310.9,1468.39,25.32,1486.08,0
297.43,305.85,1465.57,28.26,1486.13,0
298.64,307.93,1484.25,23.94,1486.18,0
301.43,311.59,1463.57,27.75,1486.23,0
296.65,306.23,1521.01,23.65,1486.27,0
297.32,305.94,1525.58,21.13,1486.33,0
304.79,315.64,1602.49,24.05,1486.38,0
301.41,311.01,1462.34,25.41,1486.41,0
298.07,307.6,1384.68,29.67,1486.46,0
299.08,309.6,1462.9,26.19,1486.52,0
300.01,311.88,1540.75,22.07,1486.56,0
300.57,311.69,1634.76,23.59,1486.61,0
297.08,305.36,1786.72,20.52,1486.66,0
299.19,309.92,1402.93,26.37,1486.7,0
296.99,310.3,1824.56,22.51,1486.74,1
298.81,308.42,1560.92,27.31,1486.79,0
300.62,309.01,1577.18,25.54,1486.87,0
298.73,307.24,1452.23,21.85,1486.91,0
303.22,311.68,1483.9,25.26,1486.97,0
298.12,308.98,1446.64,29.72,1487.03,0
300.29,310.47,1450.68,25.61,1487.1,0
298.83,310.02,1459.89,23.04,1487.18,0
300.43,307.58,1451.18,26.42,1487.24,0
299.79,311.32,1508.66,30.22,1487.29,0
300.76,309.35,1355.81,24.98,1487.34,0
300.23,312.17,1568.56,25.24,1487.4,0
300.9,308.57,1642.98,25.64,1487.45,0
298.76,308.9,1476.09,24.98,1487.51,0
304.74,313.76,1568.74,26.51,1487.55,0
299.43,312.08,1530.31,25.06,1487.6,0
298.94,308.49,1389.15,23.56,1487.63,0
304.21,312.38,1470.28,25.37,1487.68,0
297.69,306.92,1574.57,23.4,1487.73,0
300.01,311.51,1545.02,22.35,1487.78,0
301.29,308.43,1405.06,26.24,1487.84,0
301.73,312.69,1615.85,20.98,1487.89,0
295.74,304.96,1469.74,19.27,1487.93,0
300.49,310.79,1665.26,23.3,1487.98,0
301.37,312.34,1513.54,24.85,1488.02,0
300.37,311.27,1375.77,28.25,1488.07,0
300.86,312.78,1557.92,24.09,1488.12,0
299.99,310.49,1425.78,27.77,1488.15,0
298.12,309.08,1601.81,25.93,1488.2,0
301.13,310.65,1590.21,23.92,1488.24,0
303.34,313.81,1507.72,23.11,1488.3,0
300.71,312.79,1483.79,21.86,1488.36,0
300.55,307.37,1496.83,21.05,1488.4,0
301.94,314.25,1487.95,26.83,1488.45,0
304.08,313.66,1641.39,23.47,1488.5,0
301.55,310.18,1553.53,21.33,1488.54,0
302.35,310.79,1557.25,20.91,1488.58,0
299.08,308.67,1493.5,23.32,1488.63,0
299.72,311.14,1433.72,25.44,1488.68,0
301.04,312.32,1322.14,27.17,1488.72,0
298.26,307.54,1459.92,26.4,1488.78,0
302.19,309.34,1340.27,29.4,1488.82,0
301.78,311.65,1428.23,26.78,1488.87,0
298.75,309.64,1453.85,25.66,1488.92,0
298.56,310.19,1261.75,27.52,1488.98,0
301.48,312.65,1417.44,27.23,1489.05,0
298.38,305.47,1283.76,25.71,1489.1,0
296.27,305.79,1372.6,27.1,1489.14,0
298.3,307.09,1619.28,23.05,1489.18,0
301.67,310.0,1492.31,24.63,1489.24,0
298.65,308.74,1642.15,21.43,1489.3,0
299.61,310.67,1505.95,24.94,1489.34,0
300.24,310.58,1561.27,23.2,1489.37,0
298.67,309.0,1434.74,23.67,1489.43,0
299.5,310.12,1328.67,25.49,1489.49,0
299.96,308.5,1342.77,25.14,1489.54,0
298.75,309.76,1433.68,27.67,1489.58,0
295.05,303.59,1551.68,24.59,1489.63,0
297.03,305.56,1488.18,23.11,1489.67,0
302.49,312.83,1509.38,26.28,1489.72,0
300.6,307.31,1419.6,26.11,1489.77,0
300.29,309.87,1350.61,27.59,1489.84,0
301.98,313.54,1601.76,24.29,1489.87,0
299.99,309.44,1434.13,28.53,1489.92,0
299.22,309.35,1298.59,26.67,1489.97,0
300.53,310.71,1532.23,22.01,1490.01,0
299.8,308.26,1483.72,26.72,1490.05,0
296.29,307.08,1609.05,23.98,1490.1,0
299.85,308.61,1458.96,26.11,1490.16,0
298.92,311.91,1445.95,27.49,1490.21,0
300.41,310.33,1568.95,21.53,1490.24,0
301.71,311.86,1542.03,25.75,1490.28,0
300.04,309.59,1434.36,28.27,1490.34,0
301.47,312.75,1393.42,25.69,1490.4,0
301.76,310.85,1494.66,24.86,1490.45,0
296.79,306.79,1598.14,22.3,1490.5,0
297.74,306.11,1606.59,26.07,1490.54,0
298.09,310.33,1537.29,24.36,1490.58,0
304.24,316.37,1287.8,23.39,1490.63,0
297.73,308.55,1458.2,24.67,1490.68,0
300.88,312.12,1488.56,23.22,1490.74,0
299.23,307.92,1593.31,22.53,1490.79,0
299.53,310.13,1422.96,27.45,1490.85,0
301.7,311.29,1548.62,22.05,1490.9,0
301.03,312.42,1636.13,25.57,1490.95,0
302.13,313.25,1471.69,23.45,1491.01,0
302.59,313.54,1564.07,24.12,1491.06,0
300.33,312.38,1434.94,31.27,1491.09,0
300.13,310.28,1375.53,27.47,1491.15,0
301.49,312.91,1513.95,25.45,1491.19,0
301.65,312.75,1470.71,27.07,1491.24,0
300.59,311.4,1370.58,24.97,1491.29,0
302.18,308.78,1604.5,21.16,1491.34,0
302.65,312.02,1669.81,25.7,1491.4,0
298.62,306.72,1536.83,26.22,1491.46,0
301.27,309.61,1594.24,25.78,1491.49,0
298.83,305.23,1462.82,25.15,1491.53,0
299.54,308.71,1334.7,21.86,1491.57,0
299.68,309.91,1307.86,26.62,1491.62,0
299.57,310.05,1626.79,21.88,1491.68,0
302.16,310.61,1375.05,29.49,1491.72,0
298.75,309.67,1395.56,22.76,1491.76,0
300.93,311.84,1402.64,28.76,1491.8,0
302.4,312.06,1463.49,23.31,1491.87,0
296.87,308.98,1459.92,26.07,1491.92,0
301.72,312.12,1484.09,22.31,1491.97,0
298.88,308.01,1494.31,21.23,1492.01,0
299.31,310.44,1641.27,27.22,1492.06,0
299.42,307.56,1269.35,27.33,1492.11,0
303.35,310.66,1623.02,26.67,1492.15,0
295.42,306.63,1394.63,25.53,1492.18,0
298.75,308.72,1554.87,26.45,1492.23,0
304.8,314.67,1278.26,28.47,1492.28,0
299.44,310.41,1568.28,22.71,1492.34,0
301.92,309.88,1388.75,30.28,1492.4,0
299.27,311.06,1441.82,27.64,1492.45,0
300.48,308.97,1532.39,24.75,1492.5,0
301.78,310.23,1281.05,27.26,1492.56,0
298.47,309.58,1293.74,27.12,1492.6,0
300.95,310.72,1336.96,28.49,1492.65,0
300.39,310.84,1523.93,24.73,1492.71,0
300.51,309.23,1379.63,27.67,1492.78,0
302.57,311.12,1518.79,24.26,1492.84,0
298.87,309.29,1330.31,29.15,1492.89,0
298.95,310.59,1479.56,25.54,1492.95,0
299.0,306.27,1385.49,27.47,1493.01,0
297.98,308.34,1453.76,24.77,1493.04,0
299.22,308.13,1447.56,28.11,1493.08,0
302.51,314.11,1726.26,25.78,1493.14,0
300.89,311.01,1691.53,20.85,1493.18,0
302.35,313.06,1409.46,25.7,1493.21,0
299.12,309.36,1441.37,25.4,1493.26,0
299.41,309.15,1359.89,27.67,1493.3,0
302.89,316.1,1464.45,24.49,1493.36,0
301.95,310.88,1551.87,23.55,1493.4,0
300.86,308.95,1590.37,21.79,1493.47,0
301.26,310.87,1590.68,24.74,1493.54,0
297.91,309.51,1621.13,24.41,1493.58,0
299.46,308.63,1501.1,26.94,1493.64,0
301.19,314.92,1508.09,21.59,1493.69,0
300.87,313.16,1362.02,24.16,1493.73,0
298.66,309.39,1533.12,26.4,1493.79,0
300.38,308.02,1643.5,24.5,1493.82,0
301.51,313.63,1398.67,27.66,1493.86,0
296.64,305.59,1469.25,24.57,1493.92,0
300.72,311.28,1390.09,26.46,1493.98,0
299.58,307.9,1564.09,24.92,1494.04,0
303.4,312.27,1336.66,31.49,1494.1,0
298.23,306.38,1451.84,24.11,1494.15,0
302.59,311.31,1421.14,27.99,1494.2,0
299.99,310.27,1392.94,25.35,1494.25,0
303.27,314.34,1518.43,24.39,1494.29,0
299.64,309.53,1325.69,27.34,1494.35,0
298.37,309.79,1585.08,24.92,1494.4,0
298.22,310.38,1555.42,25.11,1494.45,0
301.53,309.43,1502.76,26.02,1494.51,0
300.34,310.91,1414.67,30.61,1494.57,0
298.24,309.55,1648.25,22.32,1494.64,0
303.0,313.53,1648.61,20.2,1494.68,0
300.1,312.63,1435.28,26.22,1494.74,0
300.95,312.17,1473.84,25.45,1494.79,0
301.28,311.69,1520.03,23.99,1494.84,0
297.86,308.36,1539.3,22.21,1494.89,0
295.89,308.11,1574.65,26.76,1494.94,0
297.46,308.43,1497.0,23.87,1495.01,0
300.07,309.06,1610.82,24.51,1495.06,0
298.44,310.7,1473.11,26.45,1495.09,0
298.63,311.34,1431.84,27.51,1495.14,0
299.26,308.62,1575.46,21.25,1495.19,0
301.08,310.14,1440.6,27.35,1495.25,0
298.96,307.87,1386.58,24.72,1495.3,0
300.58,310.66,1414.06,23.43,1495.37,0
300.42,311.83,1611.84,22.63,1495.42,0
300.68,309.41,1574.35,25.12,1495.45,0
298.48,310.49,1389.49,25.11,1495.49,0
300.33,311.22,1569.91,22.63,1495.53,0
297.94,308.05,1453.2,28.89,1495.58,0
301.27,310.57,1495.9,22.48,1495.62,0
300.35,308.86,1552.97,25.09,1495.67,0
299.06,309.57,1621.59,22.51,1495.72,0
298.33,308.96,1753.41,22.14,1495.74,0
297.24,308.54,1405.84,24.63,1495.78,0
298.09,308.43,1453.6,27.99,1495.83,0
301.81,314.03,1566.93,23.52,1495.87,0
300.26,311.84,1346.94,26.6,1495.92,0
297.92,309.53,1516.06,26.0,1495.97,0
299.84,310.27,1416.74,24.72,1496.02,0
299.29,306.61,1636.56,27.37,1496.06,0
300.24,307.44,1363.21,24.38,1496.11,0
301.29,310.78,1659.4,22.98,1496.17,0
296.31,307.02,1650.81,22.24,1496.21,0
297.76,306.54,1439.49,23.75,1496.25,0
299.66,311.56,1608.55,23.06,1496.31,0
301.76,311.41,1388.89,26.53,1496.36,0
298.52,306.11,1390.42,26.03,1496.4,0
303.11,313.77,1637.59,24.13,1496.45,0
301.63,310.97,1729.15,27.29,1496.49,0
298.63,308.85,1737.47,22.52,1496.54,0
303.65,312.17,1680.7,22.95,1496.6,0
301.93,312.51,1483.14,27.73,1496.66,0
297.87,308.03,1296.2,28.81,1496.71,0
300.68,310.29,1491.18,22.83,1496.77,0
297.71,310.28,1503.84,26.19,1496.82,0
301.81,316.21,1530.99,23.43,1496.88,0
301.19,309.58,1608.39,23.87,1496.94,0
302.1,311.79,1499.96,26.93,1496.98,0
298.46,309.47,1489.49,24.74,1497.03,0
299.92,311.66,1590.48,22.75,1497.07,0
300.19,306.24,1540.8,26.75,1497.13,0
301.18,311.33,1472.58,24.56,1497.19,0
300.62,310.61,1533.33,23.89,1497.25,0
300.19,311.18,1511.93,28.38,1497.32,0
300.45,312.04,1483.02,24.41,1497.36,0
298.75,310.21,1635.11,21.04,1497.41,0
297.8,307.74,1396.35,25.87,1497.47,0
298.94,307.6,1381.93,31.56,1497.52,0
302.93,315.24,1591.98,25.46,1497.57,0
301.66,311.82,1382.47,25.17,1497.63,0
300.07,308.54,1491.05,23.38,1497.68,0
302.27,311.45,1467.73,25.07,1497.71,0
297.09,307.49,1703.5,23.39,1497.77,0
297.72,308.02,1235.48,27.78,1497.81,0
