Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_wear,Operation 
298.55,308.08,1856.29,21.9,22.14,1
301.69,312.89,1324.04,30.81,22.19,0
305.07,315.83,1253.12,23.93,22.24,0
301.56,307.8,1678.74,23.01,22.29,1
302.5,312.95,1559.67,20.15,22.34,0
298.72,308.19,1812.66,22.44,22.4,1
298.91,310.63,1916.2,21.03,22.45,1
298.72,308.39,1804.2,21.15,22.51,1
301.25,312.14,1238.08,28.05,22.54,0
296.99,308.11,1594.6,22.48,22.59,0
297.75,309.89,1243.16,25.0,22.64,0
302.64,315.95,1700.85,24.84,22.69,0
300.99,311.16,1377.17,27.46,22.73,0
301.6,309.66,1662.37,23.7,22.78,1
303.72,318.02,1122.54,29.62,22.82,1
299.89,311.08,1360.66,27.17,22.87,0
299.44,312.09,1162.5,27.44,22.92,1
297.53,307.95,1893.02,20.33,22.96,1
302.17,315.09,1300.14,24.21,23.02,0
297.17,306.52,1579.0,26.23,23.06,0
297.65,306.68,1484.25,26.81,23.11,0
302.09,315.3,1159.3,30.8,23.16,1
297.7,307.75,1431.29,26.0,23.22,0
300.79,311.98,1449.18,22.99,23.27,0
301.4,310.64,1746.01,23.92,23.32,0
301.78,311.64,1558.66,24.65,23.38,0
303.33,311.85,1305.57,27.23,23.43,1
300.33,310.37,1727.88,22.67,23.48,0
297.45,305.84,1161.41,29.88,23.55,1
298.57,307.49,1208.11,27.48,23.59,0
298.52,310.28,1574.76,22.05,23.63,0
300.77,310.64,1511.14,23.54,23.69,0
300.38,310.79,1489.65,25.31,23.74,0
299.92,310.34,779.05,34.6,23.79,1
298.21,309.05,1316.62,23.8,23.85,0
303.26,313.6,1442.26,24.51,23.91,0
298.56,310.77,1038.85,31.52,23.96,1
296.68,308.43,1489.37,24.76,24.01,0
299.09,310.35,1680.02,25.47,24.08,0
303.0,313.08,1409.4,26.5,24.14,0
301.42,310.78,1752.3,23.52,24.2,0
297.43,311.67,1650.57,22.54,24.24,0
302.39,313.96,1695.26,23.8,24.29,0
295.39,309.5,2165.91,17.58,24.34,1
298.93,309.68,1186.31,24.01,24.39,1
297.75,308.9,1796.81,20.79,24.45,0
299.65,309.54,1441.37,26.82,24.48,0
301.83,311.77,1699.25,24.3,24.52,0
300.23,309.82,1426.36,25.92,24.57,0
297.93,309.54,1635.8,26.59,24.61,0
302.83,313.41,1279.54,23.43,24.66,0
298.92,308.17,961.57,31.08,24.72,1
302.68,312.71,1045.66,29.98,24.76,1
301.67,310.93,1269.43,27.12,24.82,0
296.02,306.02,1400.59,30.6,24.87,0
300.34,309.88,1264.13,30.74,24.92,0
297.76,307.67,720.49,31.56,24.94,1
300.28,310.34,1350.3,26.89,24.98,0
300.74,312.71,1913.66,25.83,25.03,1
298.36,308.63,1374.8,25.01,25.08,0
296.04,304.28,1528.27,25.29,25.13,1
300.08,311.08,1049.17,29.33,25.19,1
298.24,309.58,1197.21,29.64,25.24,1
298.72,311.65,1763.52,23.53,25.29,0
299.96,308.15,1434.71,23.34,25.35,1
302.28,312.3,1381.93,25.13,25.39,0
301.41,308.26,1230.16,26.41,25.45,1
298.76,311.71,1141.81,28.14,25.49,1
303.07,311.64,1269.12,27.85,25.53,1
296.96,304.65,1329.32,26.77,25.58,1
301.14,312.05,1192.3,27.04,25.63,1
299.74,307.06,1572.35,22.72,25.68,1
302.73,312.51,1622.06,22.43,25.72,0
299.2,309.72,1866.87,20.99,25.78,1
302.51,314.03,1188.9,29.55,25.81,1
300.84,312.85,1510.95,21.59,25.87,0
302.02,312.02,914.26,32.08,25.93,1
297.9,308.83,1401.62,23.53,25.96,0
301.7,311.55,1081.73,28.53,26.02,1
304.38,313.49,1371.3,25.42,26.07,0
298.33,309.99,1074.16,29.07,26.11,1
300.36,311.84,1302.08,30.04,26.17,0
298.45,308.32,1077.25,26.75,26.23,1
299.29,310.03,1571.55,24.82,26.27,0
302.66,312.39,1841.77,21.77,26.31,1
301.5,311.65,1343.6,26.77,26.36,0
301.5,307.96,1212.2,28.3,26.42,1
304.39,314.23,2050.3,20.08,26.46,1
297.21,306.64,1569.62,24.93,26.5,0
296.18,306.24,1765.35,21.15,26.55,0
300.92,313.1,1961.74,18.51,26.61,1
303.93,315.73,1034.56,26.98,26.67,1
299.4,310.91,1257.31,29.9,26.7,0
297.99,307.66,1417.49,26.88,26.74,0
300.3,311.46,1143.23,25.65,26.78,1
300.33,309.01,1201.31,26.15,26.82,0
296.0,308.14,1130.37,28.98,26.88,1
302.5,313.2,1519.01,27.15,26.95,0
301.0,309.23,1445.9,19.81,27.01,1
299.76,308.45,1020.36,28.98,27.07,1
299.96,311.14,1159.12,27.22,27.12,1
299.41,307.58,1281.41,27.9,27.18,1
298.34,308.96,1640.94,25.16,27.24,0
303.45,314.9,1479.96,26.74,27.27,0
302.08,314.92,1334.96,28.14,27.33,0
303.53,312.47,1821.97,18.93,27.37,1
298.23,308.45,2054.52,19.65,27.43,1
300.99,308.71,1456.97,25.05,27.48,1
302.07,310.73,1536.35,23.81,27.53,0
298.22,308.99,843.21,27.45,27.56,1
298.01,307.28,1012.38,34.89,27.63,1
299.8,310.02,1360.81,29.05,27.68,0
301.02,312.23,1082.85,29.2,27.73,1
299.17,308.53,1280.85,25.17,27.78,0
298.06,308.17,1182.2,28.38,27.83,1
299.98,309.95,1127.94,26.65,27.89,1
296.53,305.74,1447.86,24.92,27.92,0
305.78,315.54,1235.37,26.58,27.96,0
299.15,308.5,1809.85,22.77,28.0,1
299.91,307.07,1727.6,23.44,28.06,1
298.21,310.45,1176.4,29.05,28.1,1
298.44,309.32,1255.99,26.38,28.15,0
300.4,309.87,1343.29,26.32,28.19,0
300.26,310.91,1438.42,28.13,28.25,0
300.37,312.05,1620.86,25.53,28.3,0
296.06,307.94,1431.41,23.77,28.34,0
295.65,304.69,1433.23,24.58,28.4,0
302.42,309.54,1517.87,22.44,28.46,1
298.09,309.1,1191.25,28.55,28.5,1
298.81,308.31,1502.36,23.79,28.54,0
302.17,310.71,1887.18,20.97,28.59,1
302.19,312.07,1317.66,30.08,28.65,0
301.74,312.83,1562.25,25.97,28.69,0
301.3,310.43,1281.29,26.36,28.76,0
299.72,309.21,1378.6,26.32,28.81,0
299.78,308.16,1619.28,26.46,28.86,1
300.63,311.14,1633.03,23.01,28.9,0
301.91,314.4,1541.17,29.39,28.94,0
300.77,312.23,1341.61,24.67,28.98,0
301.34,311.66,1384.85,25.53,29.02,0
300.01,310.8,1761.43,18.66,29.06,0
300.74,310.19,1651.34,24.66,29.11,0
299.86,309.71,1663.72,21.21,29.16,0
298.96,312.18,1479.46,25.18,29.22,0
297.2,307.0,1418.9,25.5,29.27,0
301.12,311.87,1146.54,28.73,29.31,1
300.61,311.16,1290.34,29.57,29.38,0
301.94,312.19,1653.99,25.22,29.43,0
299.04,309.35,1112.27,29.92,29.48,1
296.17,307.2,838.89,30.99,29.53,1
299.96,308.56,1789.12,23.2,29.58,1
301.61,309.89,880.77,30.11,29.63,1
300.37,311.74,1379.27,24.06,29.68,0
305.0,315.58,1617.34,18.3,29.74,0
300.53,311.23,1184.22,26.02,29.79,1
298.41,305.81,1591.36,26.34,29.83,1
298.87,311.41,1219.68,28.37,29.86,0
300.31,310.39,1427.64,26.38,29.93,0
301.36,312.54,1611.79,23.13,29.98,0
301.21,313.18,1273.83,28.73,30.04,0
298.86,308.26,1202.89,28.08,30.1,0
299.9,308.23,1823.61,23.27,30.14,1
297.8,308.46,2140.73,17.82,30.17,1
305.87,315.16,1983.84,19.49,30.22,1
299.0,309.75,1328.54,24.57,30.27,0
297.6,305.44,1636.69,25.32,30.33,1
298.56,306.21,1513.27,23.16,30.39,1
303.34,312.91,1620.67,24.84,30.44,0
299.16,311.3,1291.57,26.0,30.49,0
300.41,311.04,923.48,30.2,30.53,1
296.33,304.36,1449.08,24.61,30.58,1
301.1,309.66,1032.22,26.82,30.63,1
303.59,312.58,1047.7,27.0,30.66,1
301.76,313.74,1409.08,24.82,30.71,0
297.13,306.92,992.82,33.75,30.74,1
299.58,308.35,1519.6,23.63,30.8,0
297.2,306.22,1478.65,26.87,30.86,0
300.15,311.49,1246.79,27.12,30.91,0
302.65,312.4,1676.05,22.82,30.98,0
299.62,308.16,1106.04,28.93,31.02,1
301.82,313.41,972.47,30.05,31.08,1
298.52,310.95,1566.02,23.08,31.13,0
300.18,310.47,1274.43,30.03,31.19,0
299.64,309.27,1774.37,24.29,31.24,0
299.33,311.22,1553.4,26.73,31.29,0
298.6,308.09,1293.86,33.12,31.34,0
297.91,309.63,1751.07,22.81,31.4,0
298.84,307.81,1340.97,26.97,31.45,0
303.6,313.82,1088.67,27.32,31.48,1
301.04,308.64,2110.52,18.59,31.54,1
298.36,308.47,1677.41,21.83,31.57,0
299.6,309.72,1088.38,27.87,31.63,1
299.54,307.65,1375.81,23.53,31.68,1
299.68,309.93,550.11,31.96,31.72,1
298.86,306.85,1465.06,28.56,31.76,1
301.9,311.29,1590.51,18.01,31.82,0
299.5,311.89,1374.5,27.97,31.86,0
299.35,310.05,1513.89,23.51,31.92,0
299.35,308.76,1349.66,25.83,31.98,0
296.28,307.73,1409.66,25.48,32.03,0
300.51,310.47,1593.91,24.0,32.08,0
299.65,308.91,1273.42,28.0,32.11,0
303.52,312.05,1569.17,26.26,32.19,1
302.52,311.29,840.56,32.39,32.23,1
300.04,312.85,1440.35,26.22,32.27,0
297.23,304.36,1301.94,28.26,32.29,1
302.26,312.59,1791.85,20.51,32.34,0
297.31,306.29,1207.06,28.41,32.39,0
296.94,306.84,1700.24,25.27,32.44,0
302.82,309.07,1422.87,25.44,32.49,1
298.56,309.99,1249.58,26.89,32.53,0
303.55,313.35,1617.11,22.56,32.58,0
300.13,308.77,1104.65,26.89,32.63,1
297.67,309.2,1511.33,25.22,32.7,0
300.93,312.03,1770.78,22.53,32.76,0
296.56,306.54,1301.84,26.93,32.8,0
296.12,304.99,1534.16,25.01,32.85,0
299.55,310.31,1507.54,25.59,32.9,0
301.09,311.35,1585.39,24.53,32.95,0
301.74,309.75,1492.0,24.24,32.99,1
300.26,310.62,1493.57,27.41,33.04,0
298.28,307.13,1274.48,28.14,33.1,0
302.92,310.49,1575.45,22.79,33.15,1
298.72,309.26,1556.97,22.94,33.21,0
299.15,311.42,1338.22,28.42,33.29,0
301.99,312.71,1372.24,24.69,33.33,0
304.94,313.89,1553.68,24.28,33.4,0
299.24,307.93,1564.75,20.8,33.45,0
302.99,313.9,1501.6,27.01,33.5,0
300.95,312.1,1355.74,27.98,33.55,0
299.93,311.15,1115.46,26.94,33.6,1
301.1,309.64,1048.37,33.32,33.65,1
300.51,308.85,1651.42,21.08,33.71,1
297.09,305.95,1396.98,25.35,33.75,0
299.02,311.05,1660.51,24.83,33.81,0
299.01,310.2,1832.78,20.53,33.86,1
299.53,306.36,1547.42,22.94,33.89,1
297.05,306.97,1332.04,26.82,33.95,0
303.12,312.5,1495.27,24.91,33.99,0
299.43,308.51,1190.96,29.68,34.05,1
299.36,310.87,1860.21,22.61,34.1,1
298.59,307.25,1698.33,23.04,34.16,0
303.51,313.45,1637.08,23.56,34.22,0
302.1,312.64,1776.24,21.08,34.28,0
300.22,307.59,1513.06,24.53,34.33,1
298.97,309.42,1118.23,29.75,34.36,1
300.56,311.08,1169.16,29.54,34.43,1
299.56,308.88,1707.38,22.6,34.48,0
298.42,309.47,1449.89,32.45,34.52,0
302.16,310.5,1188.94,25.36,34.57,1
298.51,309.37,1671.17,21.34,34.62,0
298.86,306.07,1643.14,23.91,34.69,1
299.88,310.39,757.09,32.0,34.73,1
300.26,312.26,915.05,31.59,34.78,1
299.98,314.45,1633.29,24.52,34.83,0
295.88,303.07,1799.65,18.93,34.88,1
298.34,310.91,1656.62,21.13,34.92,0
300.57,307.51,1381.53,23.63,34.98,1
298.48,306.06,1037.28,32.48,35.04,1
304.23,313.6,1364.95,27.55,35.07,0
298.68,310.24,1609.13,26.17,35.12,0
299.42,310.31,897.88,30.47,35.17,1
299.46,308.77,1172.53,27.04,35.22,1
298.08,306.24,1241.72,26.46,35.28,1
298.88,308.21,1129.4,30.17,35.33,1
299.91,310.97,1356.94,26.8,35.37,0
300.92,308.4,976.06,32.55,35.41,1
300.19,310.46,1301.19,27.45,35.47,0
300.86,313.96,1866.48,22.03,35.51,1
299.06,306.72,1558.41,24.95,35.57,1
300.8,311.1,1115.64,32.98,35.61,1
296.44,308.26,1761.59,20.85,35.66,0
298.24,309.19,1477.58,24.29,35.7,0
299.06,307.39,1608.86,21.51,35.76,1
300.29,309.6,1513.14,28.37,35.81,0
303.56,313.68,1335.44,26.57,35.86,0
300.44,309.95,1193.08,29.77,35.89,1
299.89,310.03,1531.59,24.51,35.96,0
299.75,310.03,1446.33,22.6,36.02,0
299.65,309.33,1232.31,28.33,36.07,0
298.82,308.45,1203.86,25.25,36.12,0
300.0,311.81,1703.09,21.61,36.16,0
301.89,310.66,880.09,31.61,36.23,1
298.92,308.35,1771.89,22.04,36.28,0
300.94,310.88,1592.07,25.84,36.33,0
299.43,309.25,1801.05,24.7,36.38,1
300.51,309.33,1202.77,29.09,36.44,0
303.15,313.87,1799.24,22.44,36.47,0
299.47,307.21,952.59,35.08,36.49,1
298.51,309.92,1484.54,27.51,36.54,0
300.4,308.88,1916.76,16.97,36.59,1
300.04,309.05,1022.64,31.76,36.64,1
299.63,308.66,827.89,30.32,36.68,1
298.23,306.77,912.71,31.46,36.71,1
297.56,305.4,1081.44,28.3,36.74,1
300.23,308.64,1186.11,30.49,36.78,1
299.53,309.92,962.52,28.78,36.83,1
301.24,309.99,1431.43,23.28,36.86,0
300.03,309.67,1829.02,22.69,36.9,1
295.88,304.11,1265.61,26.82,36.96,1
299.14,310.38,1219.65,28.55,37.03,0
302.15,312.52,1187.27,28.34,37.08,1
301.58,312.29,1752.21,21.74,37.13,0
303.87,318.33,1974.93,21.1,37.18,1
298.54,311.29,614.38,34.78,37.23,1
298.71,308.51,1045.24,25.85,37.28,1
301.27,310.03,1062.11,30.02,37.33,1
301.95,311.54,1526.43,24.26,37.39,0
297.6,307.24,880.73,30.49,37.46,1
299.54,308.78,1269.56,24.2,37.51,0
298.54,309.46,847.04,33.62,37.55,1
295.86,305.87,1595.46,23.15,37.6,0
297.8,308.78,787.13,32.08,37.66,1
298.9,309.04,1158.4,25.59,37.72,1
301.59,312.74,1318.34,27.13,37.76,0
300.16,309.27,1287.44,25.28,37.81,0
301.79,312.94,1747.36,21.26,37.88,0
302.14,310.56,1436.03,27.16,37.93,1
299.32,309.67,1082.03,28.44,37.96,1
299.45,309.9,1517.9,24.71,38.0,0
300.37,313.49,1814.67,21.26,38.03,1
301.27,311.54,993.67,30.21,38.08,1
299.6,306.9,987.47,27.17,38.13,1
301.77,311.28,1943.39,22.43,38.17,1
302.32,314.73,1592.41,22.24,38.22,0
300.9,310.18,662.24,34.25,38.28,1
302.18,311.06,897.81,28.79,38.33,1
299.53,311.08,1381.61,25.69,38.36,0
297.08,308.14,1221.64,27.42,38.41,0
300.25,306.74,1158.42,30.45,38.47,1
300.53,308.29,1290.1,25.44,38.53,1
300.69,311.74,824.14,32.57,38.58,1
300.34,309.81,1487.07,25.33,38.63,0
299.62,307.22,1449.17,25.76,38.7,1
302.39,311.51,1078.75,32.49,38.75,1
301.53,307.27,1495.64,24.75,38.79,1
299.32,309.41,1475.7,22.87,38.83,0
300.1,310.24,776.81,33.35,38.87,1
298.93,307.58,1162.3,29.43,38.92,1
298.96,312.2,1900.16,22.16,38.97,1
298.23,305.15,1554.54,24.23,39.01,1
302.06,310.85,1258.39,29.02,39.06,0
298.37,308.37,1435.92,25.88,39.11,0
299.3,308.97,1686.46,21.4,39.14,0
304.47,312.52,1009.59,32.63,39.18,1
299.15,310.3,1352.66,26.66,39.23,0
300.34,309.59,571.99,30.95,39.27,1
302.25,313.81,1266.21,30.93,39.34,0
296.92,307.4,1473.31,24.55,39.4,0
299.9,308.21,1148.13,25.98,39.45,1
300.18,310.27,1298.7,29.92,39.5,0
297.01,308.09,1712.77,22.29,39.55,0
298.31,307.47,1345.24,25.24,39.59,0
298.96,310.05,1712.77,22.35,39.63,0
302.51,313.28,783.11,32.3,39.68,1
299.01,309.05,2106.04,19.07,39.73,1
302.62,313.31,1592.81,28.55,39.79,0
298.92,310.69,1714.01,23.53,39.83,0
298.68,307.34,1319.52,26.44,39.88,0
301.06,310.33,1397.86,27.15,39.93,0
299.89,310.09,1716.24,21.74,39.98,0
300.7,310.39,1504.93,25.07,40.02,0
298.27,307.74,1429.37,27.18,40.06,0
301.14,312.25,1426.47,25.96,40.11,0
300.6,310.99,2054.6,18.06,40.16,1
296.84,310.21,1127.82,28.99,40.2,1
301.48,311.03,1172.45,27.62,40.26,1
299.92,310.05,1444.39,25.89,40.3,0
297.28,308.21,1158.24,25.35,40.34,1
300.93,311.62,1377.97,26.21,40.39,0
299.14,310.89,1664.62,23.72,40.45,0
304.13,311.95,2009.7,17.8,40.5,1
301.4,312.03,1421.81,24.04,40.55,0
298.73,308.32,1985.08,19.4,40.6,1
300.65,310.33,1755.25,23.43,40.66,0
303.41,311.88,979.18,28.2,40.7,1
297.59,306.45,1326.37,27.96,40.74,0
303.63,312.29,1488.02,25.72,40.79,0
300.28,309.5,1741.47,21.11,40.85,0
301.93,312.15,1140.87,28.65,40.92,1
298.61,309.03,1545.78,21.63,40.98,0
300.46,308.96,891.24,34.63,41.04,1
300.5,309.61,1577.72,22.68,41.08,0
302.99,312.5,1220.3,28.38,41.12,0
300.6,310.91,1317.61,23.33,41.17,0
299.42,307.34,1942.03,19.51,41.21,1
301.78,312.84,1397.33,24.84,41.27,0
299.41,310.86,887.05,30.61,41.33,1
301.89,311.59,1464.57,25.96,41.36,0
299.67,309.75,1859.03,18.26,41.41,1
298.95,308.57,1366.42,24.12,41.44,0
294.2,303.76,1603.19,24.62,41.5,0
299.34,311.4,1434.28,25.19,41.56,0
299.98,313.5,1600.77,22.1,41.62,0
301.28,311.3,1095.94,28.15,41.66,1
299.81,312.16,1278.85,28.66,41.7,0
298.92,309.78,1303.74,27.46,41.73,0
299.23,308.31,1316.75,26.03,41.78,0
299.57,311.58,1878.74,15.4,41.84,1
297.56,308.61,1124.19,28.05,41.92,1
297.8,306.65,1937.63,23.68,41.96,1
299.07,308.31,1330.77,25.59,42.01,0
297.72,306.41,1689.63,24.82,42.06,0
299.99,309.86,1484.61,19.74,42.1,0
301.03,310.14,1302.92,27.44,42.15,0
300.25,312.4,1627.31,22.72,42.21,0
300.36,309.39,1427.3,26.98,42.26,0
302.98,314.9,1314.07,29.42,42.32,0
301.97,311.44,1763.78,22.38,42.36,0
298.72,305.22,1654.85,21.26,42.41,1
299.41,310.23,1853.78,21.72,42.45,1
300.08,310.06,949.24,31.59,42.48,1
303.91,313.75,1734.88,22.78,42.52,0
299.89,312.94,1255.69,31.78,42.56,0
298.91,309.05,1118.01,28.66,42.61,1
302.09,311.04,1440.3,23.41,42.68,0
301.63,310.33,1849.36,23.4,42.73,1
296.67,305.14,1029.01,25.88,42.77,1
303.14,311.95,1217.98,29.97,42.84,0
298.77,309.17,1360.34,26.05,42.88,0
301.63,310.89,1823.77,22.81,42.92,1
302.26,313.97,1151.21,30.94,42.96,1
303.51,310.41,1010.62,34.13,43.0,1
303.37,314.38,1270.7,27.75,43.07,0
298.41,307.86,981.45,29.88,43.1,1
299.36,308.66,1486.53,24.03,43.15,0
297.13,306.77,982.06,32.6,43.2,1
303.93,314.8,1163.06,28.89,43.24,1
301.05,309.14,1038.7,29.28,43.3,1
300.33,307.14,794.13,31.95,43.34,1
299.04,310.51,1058.07,32.37,43.4,1
299.49,307.96,1909.75,23.34,43.46,1
301.89,314.04,1313.68,24.64,43.51,0
299.11,306.75,1543.13,23.1,43.56,1
296.04,304.55,1314.04,27.92,43.6,1
303.9,309.95,1550.73,22.9,43.65,1
302.24,311.13,1249.38,29.53,43.72,0
302.47,311.04,1509.65,22.33,43.79,1
301.73,312.07,1779.91,24.14,43.84,0
297.8,307.42,1580.62,24.09,43.9,0
299.16,308.75,1524.75,23.3,43.94,0
303.76,311.62,1137.8,28.41,43.98,1
299.97,309.91,1336.71,28.46,44.03,0
300.87,311.26,1193.09,28.81,44.08,1
295.13,304.98,1242.35,31.82,44.13,0
300.29,309.07,1075.37,28.39,44.17,1
302.01,310.55,1903.06,17.39,44.22,1
297.8,306.46,1347.09,29.42,44.26,0
298.22,307.93,2246.24,16.23,44.31,1
299.17,308.61,1091.79,31.59,44.36,1
301.15,312.28,1425.53,23.19,44.41,0
302.58,313.26,1751.43,24.11,44.46,0
297.76,308.14,831.32,33.11,44.53,1
299.95,310.78,1623.86,25.52,44.57,0
299.38,308.73,1127.82,30.6,44.62,1
296.25,306.94,906.35,29.84,44.67,1
302.69,315.34,1450.47,23.98,44.73,0
301.11,314.67,1382.75,27.19,44.79,0
300.77,309.64,1124.71,26.21,44.85,1
298.05,307.81,1397.72,29.09,44.88,0
303.15,313.92,1664.01,24.55,44.91,0
301.75,311.69,1602.59,27.0,44.96,0
298.8,308.02,1128.1,29.69,45.02,1
299.57,309.31,1341.79,25.13,45.06,0
301.35,310.06,1295.25,27.12,45.11,0
299.46,311.73,1174.71,25.95,45.16,1
304.17,311.11,1795.74,24.71,45.21,1
300.49,310.46,1679.73,23.49,45.27,0
302.36,313.39,1452.0,28.28,45.32,0
303.06,311.76,1639.24,22.24,45.38,0
297.31,307.03,2099.92,14.81,45.43,1
299.84,308.85,1580.77,24.15,45.49,0
303.18,314.43,1356.52,26.19,45.53,0
299.85,310.13,1377.42,29.01,45.59,0
299.39,310.11,1622.05,24.5,45.64,0
299.36,306.86,1643.19,24.56,45.69,1
302.69,307.93,1325.08,23.86,45.73,1
299.14,309.57,1938.16,21.79,45.78,1
297.96,307.67,1499.96,25.34,45.82,0
299.42,310.38,1204.03,28.57,45.86,0
302.01,313.82,1459.19,26.73,45.89,0
300.33,311.2,1593.23,27.15,45.94,0
298.04,305.96,1119.98,24.55,46.0,1
298.45,308.14,1412.67,25.63,46.05,0
297.96,306.51,1240.58,27.74,46.12,1
299.47,310.02,2186.1,16.81,46.17,1
301.68,309.73,1069.37,26.18,46.21,1
298.54,310.5,1338.49,25.85,46.29,0
301.95,313.19,1317.49,26.64,46.36,0
299.21,309.73,1569.3,26.65,46.39,0
300.15,312.61,1479.86,23.89,46.42,0
295.91,305.6,867.82,35.29,46.47,1
299.24,308.05,1260.78,26.53,46.52,0
297.71,307.88,1335.43,28.59,46.56,0
295.35,305.97,1033.72,29.16,46.61,1
298.23,309.15,1290.58,23.94,46.67,0
300.95,309.23,1247.95,27.01,46.73,1
298.03,308.19,1677.05,24.4,46.76,0
300.02,309.47,1575.07,22.62,46.83,0
299.24,309.58,1015.63,29.26,46.88,1
301.56,311.94,1215.15,30.85,46.94,0
301.82,310.22,1679.88,23.06,46.99,1
297.36,307.59,1432.28,23.34,47.05,0
303.11,314.48,1704.45,19.62,47.1,0
299.25,306.8,976.93,34.52,47.15,1
300.39,310.08,1578.59,23.07,47.21,0
300.11,311.55,1615.04,21.84,47.26,0
299.32,309.53,1293.59,24.96,47.31,0
301.79,312.42,1087.46,27.93,47.37,1
301.45,312.61,1485.88,24.39,47.42,0
300.31,308.61,1266.43,26.14,47.47,1
300.37,311.8,1135.41,27.04,47.52,1
299.27,310.15,2027.94,19.18,47.58,1
297.8,309.53,1654.86,24.78,47.64,0
302.34,313.56,1308.74,22.58,47.65,0
300.11,311.03,1337.42,27.23,47.7,0
300.45,307.47,1472.18,23.27,47.75,1
297.72,308.33,1420.36,21.08,47.8,0
297.07,305.87,1147.04,28.19,47.86,1
300.5,310.56,1185.0,25.44,47.9,1
301.85,313.07,1339.11,28.46,47.97,0
299.62,310.12,1744.41,20.55,48.03,0
300.68,309.94,1485.23,26.81,48.07,0
298.76,309.63,1695.33,26.01,48.11,0
297.47,305.05,1001.22,31.83,48.15,1
296.31,309.57,1503.52,22.16,48.19,0
299.68,310.38,1485.33,24.63,48.24,0
301.82,311.41,2040.76,21.63,48.3,1
302.07,311.93,1485.89,25.48,48.35,0
301.79,312.49,1573.93,24.12,48.41,0
303.81,312.95,1140.8,27.45,48.46,1
297.38,308.61,1730.16,22.62,48.5,0
299.32,309.21,1099.67,34.48,48.56,1
299.27,309.61,1691.9,22.5,48.62,0
297.4,304.17,1635.3,25.95,48.67,1
300.54,312.25,1469.34,22.07,48.71,0
300.56,311.33,1538.9,29.7,48.76,0
299.54,307.04,827.1,29.12,48.81,1
301.63,310.54,1439.4,25.01,48.87,0
298.07,305.48,1402.29,26.06,48.91,1
296.94,308.73,1463.7,25.35,48.96,0
299.17,308.62,1512.1,24.95,49.0,0
303.34,313.54,1450.51,24.13,49.05,0
299.93,309.67,1812.96,23.02,49.11,1
299.29,312.44,2087.8,17.93,49.15,1
302.8,315.94,1444.12,25.54,49.18,0
300.19,307.55,1845.17,21.84,49.21,1
300.89,310.03,1486.78,25.25,49.27,0
302.03,307.78,1331.69,25.3,49.34,1
297.81,308.4,1532.36,22.8,49.41,0
301.94,308.11,1165.94,28.62,49.47,1
298.71,309.82,1580.18,21.04,49.52,0
301.14,310.26,1692.09,23.1,49.57,0
299.43,307.33,1782.13,22.99,49.63,1
299.69,308.78,1739.7,24.7,49.69,0
298.66,309.28,1525.77,28.11,49.75,0
298.0,308.98,1405.15,22.52,49.8,0
297.01,308.56,1303.35,27.4,49.86,0
298.76,308.38,1506.5,24.94,49.91,0
301.11,312.22,1047.4,28.21,49.95,1
304.03,314.26,1054.78,25.73,49.99,1
298.86,305.88,1556.28,25.31,50.04,1
301.15,310.17,1389.44,23.48,50.09,0
301.84,309.84,1522.64,23.85,50.13,1
295.51,307.05,1612.0,23.18,50.18,0
299.21,310.21,1561.31,24.26,50.22,0
302.67,314.49,1424.68,23.58,50.26,0
297.91,306.66,1426.72,27.18,50.29,0
298.01,307.69,1604.88,20.85,50.34,0
299.59,310.49,1402.28,23.92,50.39,0
300.99,309.95,1248.86,25.78,50.43,0
301.51,309.38,1444.39,25.95,50.51,1
298.58,306.83,1184.76,30.4,50.56,1
301.43,310.1,1899.08,22.31,50.6,1
301.44,312.96,1585.42,22.49,50.64,0
302.75,312.25,1365.92,27.95,50.7,0
301.8,315.45,1865.33,20.38,50.74,1
300.68,311.59,1326.27,26.26,50.78,0
299.32,308.81,1242.36,28.19,50.83,0
301.79,310.96,1384.9,25.27,50.88,0
301.17,307.91,1352.61,25.91,50.93,1
300.88,308.88,951.75,30.43,50.97,1
299.8,308.05,1371.05,25.65,51.01,1
303.66,309.96,1533.81,26.0,51.06,1
296.64,307.74,1203.56,29.03,51.1,0
301.59,310.7,1618.88,24.89,51.16,0
301.36,310.77,1778.59,20.94,51.21,0
302.85,314.13,1617.12,23.87,51.24,0
302.3,312.33,1383.58,24.33,51.28,0
299.23,309.63,1700.6,23.3,51.33,0
298.63,307.99,1512.04,25.43,51.38,0
300.34,310.3,1508.71,27.6,51.45,0
298.62,309.23,711.91,34.45,51.52,1
304.1,315.0,1226.74,25.34,51.57,0
298.25,309.87,1515.31,23.31,51.61,0
300.3,312.58,1690.79,26.15,51.65,0
297.69,308.09,1377.4,24.94,51.7,0
297.21,307.25,1562.11,20.95,51.75,0
300.24,311.02,1834.55,22.37,51.8,1
301.12,308.46,1006.2,33.0,51.85,1
304.11,314.22,1513.09,28.11,51.91,0
298.28,311.24,1822.47,18.63,51.95,1
301.12,311.07,1294.9,29.81,51.99,0
298.37,309.3,1289.54,27.49,52.05,0
298.47,307.94,1153.01,29.22,52.09,1
298.94,313.21,1451.63,30.54,52.13,0
299.55,311.13,1261.42,28.26,52.17,0
299.98,310.81,999.02,28.56,52.23,1
297.93,309.28,966.37,30.43,52.27,1
